article_id,title,body,link
308,Reporter’s Notebook: Navy SEAL Commander’s Suicide,"In looking into the suicide of  a Navy SEAL team commander, Job W. Price, during a deployment in late 2012, Times reporters learned more about the stresses on elite Special Operations troops, the stigma that many have felt about seeking help for mental health issues and what the military is trying to do to change that. Christopher Drew, one of the reporters who worked on the story, discusses these issues.",https://www.nytimes.com/2016/01/26/insider/reporters-notebook-navy-seal-commanders-suicide.html
309,Glints of Hope Amid Violence and Depression,"1. MY CHEMICAL ROMANCE: ‘THE BLACK PARADE’ (Reprise). It sounded like a terrible idea: makeup-wearing emo-goths from New Jersey decide to make a rock opera. But the result is a triumphant exploration of post-9/11 angst, careening between sincerity and gallows humor. A cancer-stricken failure named the Patient symbolizes a generation shell-shocked by terrorism and war, but unable to stop grasping weakly for hope. And all the singer Gerard Way can promise is, “We’ll carry on.”",https://www.nytimes.com/2006/12/24/arts/music/24mich.html
310,Instagram Bans Graphic Images of Self-Harm After Teenager’s Suicide,"Instagram announced on Thursday that it would no longer allow graphic images of self-harm, such as cutting, on its platform. The change appears to be in response to public attention to how the social network might have influenced a 14-year-old’s suicide.",https://www.nytimes.com/2019/02/07/technology/instagram-self-harm-ban.html
311,Q&A/Richard O'Connor; Depression and Ways to Keep It at Bay,"THE holiday season -- full of anticipation and celebration -- is over, and the winter doldrums have hit. Richard O'Connor, a Lakeville psychotherapist, says this is normal. Those who suffer from depression, however, are more likely to feel seriously let down, making January and February busy months at therapists' offices.",https://www.nytimes.com/1998/01/11/nyregion/q-a-richard-o-connor-depression-and-ways-to-keep-it-at-bay.html
312,Could Responsibilities Help Prevent Teenage Suicide?,"One recent Saturday, a friend of mine drove across town to a gun store. She bought a pistol, went back to her car in the parking lot, and ended her life.",https://parenting.blogs.nytimes.com/2013/01/16/could-responsibilities-help-prevent-teenage-suicide/
313,Study Finds Herbal Remedy Useless Against Depression,"St. John's wort, the popular herbal remedy, proved useless in treating depression in a carefully designed study being reported today in the Journal of the American Medical Association.",https://www.nytimes.com/2001/04/18/us/study-finds-herbal-remedy-useless-against-depression.html
314,CHURCH COUNSELING DEFENDED IN SUICIDE CASE,"The leader of a fundamentalist church, in defending the church against a couple's civil suit contending that pastoral counselors helped cause the suicide of their son, has testified that his church's counseling was a simple program of Bible study for church members.",https://www.nytimes.com/1985/05/12/us/church-counseling-defended-in-suicide-case.html
315,"For Depression, the Family Doctor May Be the First Choice but Not the Best","For most of his life, John Smythe of Glen Rock, N.J., struggled with a hot temper during day and insomnia at night. He thought of these problems as family traits; his parents had them, too. But two years ago his internist told him that they were signs of clinical depression.",https://www.nytimes.com/2003/06/24/health/for-depression-the-family-doctor-may-be-the-first-choice-but-not-the-best.html
316,CLUES TO SUICIDE: A BRAIN CHEMICAL IS IMPLICATED,THE anguish that leads to suicide seems to follow no set path. But researchers believe they are making important progress toward understanding that painful process.,https://www.nytimes.com/1985/10/08/science/clues-to-suicide-a-brain-chemical-is-implicated.html
317,"Depression in the Old Can Be Deadly, But the Symptoms Are Often Missed",THE patient was a 70-year-old grandmother who lived alone in an apartment building for the elderly. The doctor was asked to see her because she had twice been taken to the emergency room in danger of a diabetic coma.,https://www.nytimes.com/1995/09/06/us/depression-in-the-old-can-be-deadly-but-the-symptoms-are-often-missed.html
318,Study Links Prescriptions To Decrease In Suicides,"Suicide remains a leading cause of death for American adolescents, but over the last decade, the rate of suicide among teenagers has declined. In a new study, researchers at Columbia University suggest that this drop may be linked in part to the increasing use of antidepressant drugs in young people.",https://www.nytimes.com/2003/10/14/health/study-links-prescriptions-to-decrease-in-suicides.html
319,TEST IS CALLED SUCCESSFUL IN PREDICTING SUICIDE,"The sense of hopelessness among those contemplating suicide is the strongest predictor of which people will actually go on to kill themselves, according to a study done at the University of Pennsylvania School of Medicine.",https://www.nytimes.com/1985/02/10/us/test-is-called-successful-in-predicting-suicide.html
320,"FOOTBALL STAR A SUICIDE; Liotta Depressed Over Villanova Team's Showing, Police Say",,https://www.nytimes.com/1951/11/30/archives/football-star-a-suicide-liotta-depressed-over-villanova-teams.html
321,Depression Among Women Is Found Rising,"CHERRY HILL, Jan. 22 ‐A new study for the National Institute of ‘Mental Health has found that depression among women is rising rapidly in the United States compared with depression among men.",https://www.nytimes.com/1976/01/23/archives/depression-among-women-is-found-rising.html
322,Suicide Myths Cloud Efforts To Save Children,"WITH suicide now the third leading cause of death among children and the second among older teen-agers, researchers are overturning long-held beliefs about the reasons young people kill themselves.",https://www.nytimes.com/1992/06/16/science/suicide-myths-cloud-efforts-to-save-children.html
323,Warnings Called Likely on Drug Risk for Suicide,"WASHINGTON, Sept. 23 - A top Food and Drug Administration official told Congress on Thursday that the agency was likely to force drug makers to put the strongest possible warning on antidepressants regarding the drugs' potential for increasing suicidal thinking and behavior in children.",https://www.nytimes.com/2004/09/24/politics/warnings-called-likely-on-drug-risk-for-suicide.html
324,Suicides Get Taxi Drivers Talking: ‘I’m Going to Be One of Them’,Both men were longtime taxi drivers from Romania. Both were worried about paying their bills as Uber decimated their industry. They were best friends. And both had struggled with depression.,https://www.nytimes.com/2018/10/02/nyregion/suicides-taxi-drivers-nyc.html
325,The Nation; Seeing a Link Between Depression and Homelessness,"IT was spring when J. Geraldine Jackson first began to feel the world closing in on her. It seemed as if she were living in a cave inside her mind. She slept countless hours and lost her job. Her heart raced. Sometimes her left leg went numb. Her favorite television show, ''The Equalizer,'' a dark drama about crime in Manhattan, no longer held its allure. Noise -- especially laughter -- made her want to fight.",https://www.nytimes.com/1999/02/07/weekinreview/the-nation-seeing-a-link-between-depression-and-homelessness.html
326,"Experts Urge Swift Action to Fight Depression, Isolation and Aggression",Child psychologists and other experts on youth violence say the killings in Colorado on Tuesday are evidence of a woeful lack of mental health services for young people at a time of decreasing family strength and increasing access to the tools of violence.,https://www.nytimes.com/1999/04/22/us/terror-littleton-signs-experts-urge-swift-action-fight-depression-isolation.html
327,SUICIDE DIVE INTO SEA; Pilot of Stolen Plane Radios Plan Off West Coast,,https://www.nytimes.com/1957/10/29/archives/suicide-dive-into-sea-pilot-of-stolen-plane-radios-plan-off-west.html
328,Woody Paige Writes About Being Saved From Suicide,"Most sports fans know Woody Paige as the goofy, impassioned, mischievous panelist on ESPN’s “Around the Horn.”",https://fifthdown.blogs.nytimes.com/2010/09/24/woody-paige-writes-about-being-saved-from-suicide/
329,A Year of Rising Suicides on Bridge and Tracks,Scott James writes a column for The Bay Citizen.,https://www.nytimes.com/2011/08/26/us/26bcjames.html
330,Suicide Causes Blast Injuring 6 in Oregon,"A ''very depressed man'' ignited natural gas in his basement today, killing himself and touching off an explosion that demolished three homes, wrecked dozens of others and injured six people.",https://www.nytimes.com/1986/01/02/us/around-the-nation-suicide-causes-blast-injuring-6-in-oregon.html
331,Survey Alerts Youths to Suicide,LEAD: A COMPUTERIZED health survey is alerting depressed high school students to find help.,https://www.nytimes.com/1988/10/16/nyregion/survey-alerts-youths-to-suicide.html
332,Glints of Hope Amid Violence and Depression,"1. MY CHEMICAL ROMANCE: 'THE BLACK PARADE' (Reprise). It sounded like a terrible idea: makeup-wearing emo-goths from New Jersey decide to make a rock opera. But the result is a triumphant exploration of post-9/11 angst, careening between sincerity and gallows humor. A cancer-stricken failure named the Patient symbolizes a generation shell-shocked by terrorism and war, but unable to stop grasping weakly for hope. And all the singer Gerard Way can promise is, ""We'll carry on.""",https://www.nytimes.com/2006/12/24/arts/music/glints-of-hope-amid-violence-and-depression.html
333,"BANKER ENDS LIFE IN LEAP OFF BRIDGE; C.V. Allnutt, Under Treatment for Mental Depression, Jumps From Washington Span.",,https://www.nytimes.com/1935/08/09/archives/banker-ends-life-in-leap-off-bridge-cv-allnutt-under-treatment-for.html
334,Candidate Faces Issue Of Suicide,"In an unusually public discussion of a personal problem, Nydia Velazquez held a news conference yesterday to describe how an accumulation of personal problems sent her into a deep depression that drove her to attempt suicide last year.",https://www.nytimes.com/1992/10/10/nyregion/candidate-faces-issue-of-suicide.html
335,"OVERSEAS AIDES CALLED INSECURE; Drinking, Sexual Promiscuity and Suicide Held Problems Among Americans Abroad High Suicide Rate Some Called 'Pushy'",,https://www.nytimes.com/1957/03/08/archives/overseas-aides-called-insecure-drinking-sexual-promiscuity-and.html
336,National Briefing | Southwest: Texas: Killer On Suicide Watch,"Andrea P. Yates, 39, convicted last year of drowning her five children in the bathtub of their Houston home, has been placed under a suicide watch at the state psychiatric facility where she is serving a life sentence. A lawyer for Mrs. Yates, George Parnham, said she had shown signs of improvement in recent months but had relapsed into psychosis and was being kept in isolation as a precaution. At Mrs. Yates's trial, defense psychiatrists testified that she suffered from schizophrenia and depression at the time of the killings, in 2001, but a jury decided that she had sufficient understanding of her action and convicted her of murder. Steve Barnes (NYT)",https://www.nytimes.com/2003/10/15/us/national-briefing-southwest-texas-killer-on-suicide-watch.html
337,One Woman’s Musical Journey Out of the Darkness of Depression,"Ten years ago Judith Owen seemed on the verge of becoming the next in a singer-songwriter lineage that runs from Joni Mitchell through Annie Lennox. Ms. Owen, who is 42 and of Welsh ancestry, had just completed her major-label debut for Java Records, a Capitol subsidiary run by Glen Ballard, the songwriting producer of Alanis Morissette’s 1995 blockbuster, “Jagged Little Pill.” The machinery was in gear for a major promotional campaign.",https://www.nytimes.com/2009/03/24/arts/music/24owen.html
338,Police Say Kahane Suspect Took Anti-Depression Drugs,Law-enforcement officials said yesterday that the man accused of killing Rabbi Meir Kahane was under psychiatric care and taking drugs for treatment of depression.,https://www.nytimes.com/1990/11/09/nyregion/police-say-kahane-suspect-took-anti-depression-drugs.html
339,Suicide Reveals Signs of a Disease Seen in N.F.L.,"ALLENTOWN, Pa.  A brain autopsy of a University of Pennsylvania football player who killed himself in April has revealed the same trauma-induced disease found in more than 20 deceased National Football League players, raising questions of how young football players may be at risk for the disease.",https://www.nytimes.com/2010/09/14/sports/14football.html
340,Suicide Rates Are Rising. What Should We Do About It?,"The rate of suicide in the United States increased 28 percent from 1999 to 2016, according to a report last week from the Centers for Disease Control and Prevention. In 2016 alone, 45,000 Americans took their own lives.",https://www.nytimes.com/2018/06/11/opinion/suicide-rates-increase-anthony-bourdain-kate-spade.html
341,YOUTH'S SHOT ENDS LIFE; Death Follows Long Absence After Mother's Suicide,,https://www.nytimes.com/1951/09/06/archives/youths-shot-ends-life-death-follows-long-absence-after-mothers.html
342,Kids’ Suicide-Related Hospital Visits Rise Sharply,"About five years ago, pediatricians at Vanderbilt University Medical Center in Nashville found that more and more of their inpatient beds at the children’s hospital were occupied by children and adolescents with mental health issues, especially those who had come in because of suicide attempts, or suicidal thoughts. These patients were known as “boarders”:  They were waiting for psychiatric placement because it wasn’t safe for them to go home.  ",https://www.nytimes.com/2018/05/16/well/family/suicide-adolescents-hospital.html
343,Wandering in Japan’s ‘Suicide Forest’,Correction appended.,https://lens.blogs.nytimes.com/2012/10/25/wandering-in-japans-suicide-forest/
344,Postpartum Depression Can Be Dangerous. Here’s How to Recognize It and Seek Treatment.,"This guide was originally published on June 10, 2019 in NYT Parenting.",https://www.nytimes.com/article/postpartum-depression.html
345,SURGEON CALLED SUICIDE; Bilodeau Went to Kalamazoo From Massachusetts in March,,https://www.nytimes.com/1951/12/06/archives/surgeon-called-suicide-bilodeau-went-to-kalamazoo-from.html
346,Suicide by Plane Crash Is Rare but Not Without Precedent,"What goes through the mind of a pilot as he turns the nose of an airliner toward the ground and prepares for death, taking 149 other people with him?",https://www.nytimes.com/2015/03/27/world/europe/few-precedents-are-seen-as-germanwings-investigation-points-to-deliberate-crash.html
347,"Onstage, Depression With a Capital D","LONDON — Some pieces of theater like to play with the audience, withholding details and facts so they are left to ponder the evidence for themselves. In her debut National Theater play “Nut,” Debbie Tucker Green keeps much about the evening deliberately vague, not least the meaning of her title. What matters more, one gathers, is the mood.",https://www.nytimes.com/2013/11/14/arts/Onstage-Depression-With-a-Capital-D.html
348,"Oscar Pistorius at Increasing Risk of Suicide, Lawyer Says","LONDON — A psychologist’s report read by the defense at the murder trial of Oscar Pistorius on Wednesday said the disabled athlete — once a major draw at international track meets, including the Olympics — was at increasing risk of suicide without treatment for post-traumatic stress and depression brought on by the killing of his girlfriend last year.",https://www.nytimes.com/2014/07/03/world/africa/pistorius-at-increasing-risk-of-suicide-lawyer-says.html
349,HENRY C. POTTER A SUICIDE.; Michigan Banker Was Suffering from Nervous Depression.,,https://www.nytimes.com/1909/01/05/archives/henry-c-potter-a-suicide-michigan-banker-was-suffering-from-nervous.html
350,Andy Spade on Kate Spade’s Death: ‘There Was No Indication and No Warning’,"The husband of the designer Kate Spade, who died of what police characterized as suicide, said on Wednesday that she had suffered from severe depression and acknowledged that they had been living apart for the last 10 months.",https://www.nytimes.com/2018/06/06/style/kate-spade-husband-andy-spade.html
351,The Military’s Broken Culture Around Sexual Violence and Suicide,Anne Vassas loved being a Marine.,https://www.nytimes.com/2021/11/26/opinion/us-military-sexual-violence-suicide.html
352,A blind eye on soldiers' suicides,"'Support the troops"" is an American lie. This nation is grievously and knowingly failing the young men and women who wear the uniform of its military services, and nothing demonstrates that more powerfully than the suicides of soldiers. According to the U.S. Army's own figures, the rate of suicide among active duty personnel nearly doubled between 2001 and 2006. The number then grew even higher in 2007, when suicide ranked third as the cause of death among members of the National Guard. Even if proximate causes vary from war zones to home fronts, such data are anomalous, since suicide rates among soldiers historically go down during wartime, not up.",https://www.nytimes.com/2008/07/04/opinion/04iht-edcarroll.1.14242001.html
353,Researchers puzzled by rise in midlife suicide rate in U.S.,"Shannon Neal can instantly tell you the best night of her life: Tuesday, Dec. 23, 2003, the Hinsdale Academy debutante ball. Her father, Steven Neal, a 54-year-old political columnist for The Chicago Sun-Times, was in his tux, white gloves and tie. ""My dad walked me down and took a little bow,"" she said, and then the two of them goofed it up on the dance floor as they laughed and laughed.",https://www.nytimes.com/2008/02/19/world/americas/19iht-19suicide.10169979.html
354,Women Who Survived The Allure of Suicide,"""All these years I've wanted to tell people where I was when Kennedy was shot,"" a weathered-looking, bushy-haired woman in her 50's confides to the camera. ""I was always so afraid someone would ask me, and I'd have to say I was in a mental institution.""",https://www.nytimes.com/1994/08/02/movies/television-review-women-who-survived-the-allure-of-suicide.html
355,U.S. Suicide Rate Surges to a 30-Year High,"WASHINGTON — Suicide in the United States has surged to the highest levels in nearly 30 years, a federal data analysis has found, with increases in every age group except older adults. The rise was particularly steep for women. It was also substantial among middle-aged Americans, sending a signal of deep anguish from a group whose suicide rates had been stable or falling since the 1950s.",https://www.nytimes.com/2016/04/22/health/us-suicide-rate-surges-to-a-30-year-high.html
356,Hurricane Takes a Further Toll: Suicides Up in New Orleans,"NEW ORLEANS, Dec. 26 - Mental health professionals say this city appears to be experiencing a sharp increase in suicides in the wake of Hurricane Katrina, and interviews and statistics suggest that the rate is now double or more the national and local averages.",https://www.nytimes.com/2005/12/27/us/nationalspecial/hurricane-takes-a-further-toll-suicides-up-in-new.html
357,"War, Wives and a Near Suicide"," “If you are reading this, you should know that I am dead,” began the blog of a 27-year-old Army wife named Jessica Harp. “At least I hope I’m dead,” she added. “It would be awful to fail at your own suicide.”",https://atwar.blogs.nytimes.com/2011/04/25/war-wives-and-a-near-suicide/
358,The Question in Capital: Recession or Depression?,"WASHINGTON, March 6 —Depression. It is a word to send shivers down the spine of anyone over 50 years old. It evokes dark images of bread lines and bankruptcies, dust bowls and suicides. It is also a word being used by responsible public figures—generally liberals — for the first time since the nineteen thirties to describe the state of the nation's economy.",https://www.nytimes.com/1975/03/07/archives/the-question-in-capital-recession-or-depression.html
359,Connecticut Q&A;: Betsy Marsted;Offering a Helping Hand Out of Depression,"IN 1992, Betsy Marsted found herself barricaded in her bedroom, cowering alone for three days, unable to eat, get dressed or even find the will to live. She was resigned to the idea that suicide was the only way to end the chronic depression that had plagued her for 25 years. Fortunately, the crisis did not end in death, and with the help of a psychiatrist and the right combination of medication, Ms. Marsted was able to pull back from the brink of despair. In 1994, she started the Organization for Depression Awareness, a nonprofit group in Orange that helps others suffering from the illness. ",https://www.nytimes.com/1995/06/04/nyregion/connecticut-qa-betsy-marstedoffering-a-helping-hand-out-of.html
360,Julie Krone's Race Against Depression,"Down the black hole of Julie Krone's depression four years ago slipped her career, marriage, friends, even the thoroughbred racers she once drove with flicks of her powerful little hands.",https://www.nytimes.com/2000/05/21/sports/backtalk-julie-krone-s-race-against-depression.html
361,Preventing Prison Suicides,"ABOUT 30 percent of flew Jersey's prison population will consider or attempt suicide during their incarceration, according to a psychiatrist who has written a new manual on the problem.",https://www.nytimes.com/1976/03/07/archives/new-jersey-weekly-preventing-prison-suicides.html
362,Ex-President of Taiwan Attempts Suicide in Prison,"BEIJING — Chen Shui-bian, a former president of Taiwan who is serving a 20-year prison sentence for corruption, tried to kill himself on Sunday, the Ministry of Justice said in a statement.",https://www.nytimes.com/2013/06/04/world/asia/ex-president-of-taiwan-attempts-suicide-in-prison.html
363,PATTERN OF DEATH: COPYCAT SUICIDES AMONG YOUTHS,"The suicide attempt yesterday morning by two young people in Bergenfield, N.J., which closely copied the death of four teen-agers last week, fits a pattern of imitation that often comes after well-publicized suicides, according to experts.",https://www.nytimes.com/1987/03/18/nyregion/pattern-of-death-copycat-suicides-among-youths.html
364,'Against Depression': Anatomy of Severe Melancholy,AGAINST DEPRESSION By Peter D. Kramer. 353 pp. Viking. $25.95.,https://www.nytimes.com/2005/05/22/books/review/against-depression-anatomy-of-severe-melancholy.html
365,A Change of Heart on Assisted Suicide,"A recent survey, which I co-wrote, found that doctors are often asked by their patients for help in dying, but seldom honor these requests. ",https://www.nytimes.com/1998/04/24/opinion/a-change-of-heart-on-assisted-suicide.html
366,Presidential Condolences and Troop Suicides,"It is a long-standing tradition that presidents send letters of condolence to the families of troops killed at war, whether by enemy fire, accident or illness. But since the Clinton administration at least, one group has not received those hand-signed notes: families of troops who committed suicide, even those who killed themselves while deployed to a war front.",https://atwar.blogs.nytimes.com/2010/02/01/presidential-condolences-and-troop-suicides/
367,"Review: In ‘Dust,’ the Measure of a Life After Suicide","Alice is having an out-of-body experience. It is an interesting, if not particularly pleasant, one: After all, she is dead.",https://www.nytimes.com/2019/09/05/theater/review-in-dust-the-measure-of-a-life-after-suicide.html
368,Should I Tell My Students I Have Depression?,"The new class I was teaching — “Composing Disability: Crip Ecologies” — was one of several first-year writing seminars offered at George Washington University. Given the focus, it was likely to be a challenge for at least some of the students. And it was presenting a particular challenge to me.",https://www.nytimes.com/2016/12/14/opinion/should-i-tell-my-students-i-have-depression.html
369,DEPRESSION APPEARS TO AFFLICT THOUSANDS OF CHILDREN IN U.S.,"AFTER years of debate, a growing number of psychiatrists and psychologists are concluding that even children can suffer from depression. Clinicians had long insisted that children under about 14 years of age lack the psychological capacity to experience depression, and some still remain skeptical.",https://www.nytimes.com/1981/03/31/science/depression-appears-to-afflict-thousands-of-children-in-us.html
370,"A Gift of Food, and Help for Depression and AIDS","Most nights, P. J. Sanchez, 9, comes into his mother's bedroom while she is sleeping and feels her hand and forehead, checking to make sure she is still alive.",https://www.nytimes.com/2000/01/01/nyregion/the-neediest-cases-a-gift-of-food-and-help-for-depression-and-aids.html
371,"Double Watch, for the Millennium and Suicide","In the weeks before Jan. 1, the number of calls to hot lines, and their sense of foreboding, increased enough that some crisis centers around the country increased their staffs and braced for the possibility of a millennial surge in attempted suicides.",https://www.nytimes.com/2000/01/11/health/double-watch-for-the-millennium-and-suicide.html
372,Study Says Suicide Programs Could Go Awry,"Suicide prevention programs in schools aimed at teen-agers may actually stir depressed feelings rather than help youths who have tried to kill themselves, according to a new study.",https://www.nytimes.com/1990/12/27/us/study-says-suicide-programs-could-go-awry.html
373,"Depression Among Elderly Patients Is Often Undetected, Study Finds","As many as one in seven elderly medical patients suffers from severe depression in addition to physical illness, a new study has found. And in many cases, or perhaps most, the depression goes undiagnosed and untreated, frequently worsening or complicating the physical disorder.",https://www.nytimes.com/1988/12/22/us/health-depression-among-elderly-patients-is-often-undetected-study-finds.html
374,The Neediest Cases; Enduring a Lifetime of Depression,"Time has whittled her voice to a whisper, and sadness has settled over her like a cloak. But the past still resonates in Erika B.'s mind and dominates her solitary days.",https://www.nytimes.com/1995/01/25/nyregion/the-neediest-cases-enduring-a-lifetime-of-depression.html
375,Murder-Suicide Attempt Feared in Baby's Drowning,"A woman with a history of depression may have deliberately driven her car into the Delaware River, killing her 16-month-old daughter, prosecutors said today.",https://www.nytimes.com/1995/10/24/nyregion/murder-suicide-attempt-feared-in-baby-s-drowning.html
376,Chemical Clue To Suicide,"The theory that mental and emotional illnesses may result from chemical disorders in the brain is familiar, though proof has been elusive. Now, scientists at Wayne State University in Detroit and the National Institute of Mental Health in Bethesda, Md., have independently adduced evidence that suicidal tendencies are influenced by a brain chemical abnormality.",https://www.nytimes.com/1982/06/13/weekinreview/ideas-trends-in-summary-chemical-clue-to-suicide.html
377,F.D.A. Expands Suicide Warning on Drugs,"The Food and Drug Administration ordered drug makers yesterday to add warnings to antidepressant medications, saying the drugs increase the risk of suicidal thinking or behavior in some young adults.",https://www.nytimes.com/2007/05/03/health/03depress.html
378,"SEES MODERN TREND TO 'RACE SUICIDE'; Professor Hankins of Smith Says Civilization Leans to Selective Regeneration. ADDRESSES SOCIOLOGISTS Carver of Harvard, at Session at Yale, Discusses ""Occupational Balance"" In Depression. Scientific Training Essential. Yale Studies Discussed.",,https://www.nytimes.com/1931/04/26/archives/sees-modern-trend-to-race-suicide-professor-hankins-of-smith-says.html
379,Poverty Blamed for Bulgaria’s Suicide Wave,LONDON – Bulgaria’s caretaker government will introduce a plan on Monday to try to tackle an epidemic of suicides that is afflicting the impoverished East European nation.,https://rendezvous.blogs.nytimes.com/2013/03/23/poverty-blamed-for-bulgarias-suicide-wave/
380,Officers Suspended in Prisoner’s Apparent Suicide,"The Police Department has suspended a sergeant and an officer following the apparent suicide of a prisoner in their custody. The prisoner, James Peterson, 46, was found hanging from the side of a holding cell at the 90th Precinct station house, the drawstring from his shorts tied around his neck, on Sunday about 8:15 p.m.",https://cityroom.blogs.nytimes.com/2010/06/28/officers-suspended-in-prisoners-apparent-suicide/
381,Personal Health; Postpartum depression: shedding light on the blues.,DIANA (who asked that her last name be withheld to protect her privacy) had a high-level position at a leading university in New York when she gave birth to her first child. The last thing she expected was the debilitating depression that overcame her in the weeks and months after her son's birth.,https://www.nytimes.com/1994/10/26/us/personal-health-postpartum-depression-shedding-light-on-the-blues.html
382,"Weekly Health Quiz: A Cure, a New Depression Drug and Alex Trebek",Test your knowledge of this week’s health news.,https://www.nytimes.com/interactive/2019/03/08/well/live/08healthquiz-03082019.html
383,"Student, 19, in Trial of New Antidepressant Commits Suicide",A 19-year-old college student who had shown no outward signs of depression killed herself over the weekend at an Eli Lilly & Company laboratory in Indianapolis where she had been participating in a company drug trial for an experimental antidepressant.,https://www.nytimes.com/2004/02/12/us/student-19-in-trial-of-new-antidepressant-commits-suicide.html
384,Happiest Places Post Highest Suicide Rates,Does being around happy people make an unhappy person feel even worse?,https://well.blogs.nytimes.com/2011/04/22/happiest-places-post-highest-suicide-rates/
385,"In Japan, Mired in Recession, Suicides Soar","In their annual sweep of the Aokigahara woods at the end of last year, police officers found 73 bodies.",https://www.nytimes.com/1999/07/15/world/in-japan-mired-in-recession-suicides-soar.html
386,"After Murder And Suicide, Neighbors Are Left Mystified",They saw him unloading bags of groceries from his gray Oldsmobile. They saw him feeding stray cats. They recalled that he said he ordered tonics by mail to cope with depression. But they did not know his name or what he did for a living.,https://www.nytimes.com/1997/12/29/nyregion/after-murder-and-suicide-neighbors-are-left-mystified.html
387,Aging and Suicide: Officials Troubled By High Incidence,"LEAD: SO SHATTERED were her fellow residents of the Orange Park Apartments, a complex for the elderly in Orange, after an 82-year-old woman killed herself there last spring that the management called in suicide experts from Rutgers University to help them cope with the shock and grief.",https://www.nytimes.com/1988/05/15/nyregion/aging-and-suicide-officials-troubled-by-high-incidence.html
388,Man Charged in Fatal Crash at Restaurant Had Sought Help for Depression,"The Rev. Austin Rammell had just said farewell to the last of the 11 a.m. worship crowd at his Venture Church in Dallas, N.C., on Sunday when he saw his wife running toward him.",https://www.nytimes.com/2018/05/21/us/dad-drives-restaurant-kills-daughter.html
389,Study Finds Medication Raises Suicide Risks in Young Adults,"In a long-awaited analysis, health officials reported yesterday that antidepressant medications appeared to increase significantly the risk of suicide attempts and related behaviors in adults under 25, while reducing such risks in older people. ",https://www.nytimes.com/2006/12/06/health/06drug.html
390,"Long Before Video, Japanese Fought Suicide in the ‘Sea of Trees’","AOKIGAHARA FOREST, Japan — Long before the YouTube star Logan Paul brought renewed notoriety to this primeval forest at the foot of Mount Fuji by posting a video of a body hanging from a tree, local officials fought to reverse Aokigahara’s bleak reputation as one of Japan’s top suicide destinations.",https://www.nytimes.com/2018/01/05/world/asia/suicide-forest-japan-logan-paul.html
391,Argentina Searches Its Soul Over a Suicide,"It has been more than a week since Rene G. Favaloro, Argentina's most esteemed surgeon and a pioneer in the heart bypass operation, committed suicide. But the outpouring of grief seems to be compounding day by day, opening a channel of despair so profound that Argentines are raising the deepest of questions about themselves and their country.",https://www.nytimes.com/2000/08/07/world/argentina-searches-its-soul-over-a-suicide.html
392,"Chemical Suicides, Popular in Japan, Are Increasing in the U.S.","In Japan it is known as detergent suicide, a near-instant death achieved by mixing common household chemicals into a poisonous cloud of gas. ",https://www.nytimes.com/2011/06/19/us/19chemical.html
393,Strategies For Dealing With Teen-Age Suicide,"SUICIDE is a somber and persistent fact. Tragic whenever it occurs, suicide is especially potent when an adolescent is the victim.",https://www.nytimes.com/1988/03/06/nyregion/connecticut-opinion-strategies-for-dealing-with-teen-age-suicide.html
394,A Mystery for Englewood In Shooting and a Suicide; Bitterness and Anguish Complicated Legal Tangle Shooting and Suicide Pose a Mystery for Englewood Key Test Not Performed Reliability of Test Questioned Contacted by Previous Wife Rare Legal Issue ,,https://www.nytimes.com/1980/04/21/archives/a-mystery-for-englewood-in-shooting-and-a-suicide-bitterness-and.html
395,"Suicide Data Incorrectly Reported in Drug Trials, Suit Claimed","For many years GlaxoSmithKline and its predecessor, SmithKline Beecham, marketed Paxil as an antidepressant that would reduce the risk of suicide in depressed patients. The results of the company’s clinical trials, presented to the Food and Drug Administration in 1989, suggested Paxil was far safer than a placebo.",https://www.nytimes.com/2017/09/11/well/live/suicide-data-incorrectly-reported-in-drug-trials-suit-claims.html
396,"Deployment Factors Are Not Related to Rise in Military Suicides, Study Finds","In the largest study of its kind, military medical researchers have concluded that deployments to war zones and exposure to combat were not major factors behind a significant increase in suicides among military personnel from 2001 to 2008, according to a paper published on Tuesday.",https://www.nytimes.com/2013/08/07/us/deployment-factors-found-not-related-to-military-suicide-spike.html
397,Man Faces Charges in His Wife's Suicide,A Norwalk man whose wife killed herself two years ago was arraigned on Friday in Norwalk Superior Court on charges of second-degree manslaughter.,https://www.nytimes.com/2003/10/25/nyregion/man-faces-charges-in-his-wife-s-suicide.html
398,MEAD DEPRESSION DRUG IS APPROVED BY F.D.A.,"The Mead Johnson & Company division of the Bristol-Myers Company announced yesterday that it had received permission from the Food and Drug Administration to sell a new antidepression drug, thus clearing the way for the company's entry into the mental health pharmaceuticals market.",https://www.nytimes.com/1982/01/13/business/mead-depression-drug-is-approved-by-fda.html
399,TEEN-AGE SUICIDE EXPLORED,"''NO one really knows why three times more teenagers are committing suicide today than they did in the Eisenhower years,'' said the psychiatrist Alvin Rosenfeld at a recent workshop on adolescent suicide. ''Under circumstances where answers really aren't available, perhaps the best thing we can do is to ask the right questions.'' ",https://www.nytimes.com/1984/12/09/nyregion/teenage-suicide-explored.html
400,SUICIDES BY THE YOUNG TO INCREASE,"SUICIDES among children are on the rise, experts say, and the reality may be even worse than statistics indicate because many deaths reported as accidental could be suicides.",https://www.nytimes.com/1983/04/03/nyregion/suicides-by-the-young-to-increase.html
